SchoolName,Latitude,Longitude,City,CommunitySchool,EconomicNeedIndex,SchoolIncomeEstimate,PercentELL,PercentAsian,PercentBlack,PercentHispanic,PercentBlackHispanic,PercentWhite,StudentAttendanceRate,PercentofStudentsChronicallyAbsent,RigorousInstruction,CollaborativeTeachers,SupportiveEnvironment,EffectiveSchoolLeadership,StrongFamilyCommunityTies,Trust,AverageELAProficiency,Grade3ELAAllStudentsTested,Grade3ELA4sAllStudents,Grade3ELA4sAmericanIndianorAlaskaNative,Grade3ELA4sBlackorAfricanAmerican,Grade3ELA4sHispanicorLatino,Grade3ELA4sAsianorPacificIslander,Grade3ELA4sWhite,Grade3ELA4sMultiracial,Grade3ELA4sLimitedEnglishProficient,Grade3ELA4sEconomicallyDisadvantaged,Grade3MathAllStudentstested,Grade3Math4sAllStudents,Grade3Math4sAmericanIndianorAlaskaNative,Grade3Math4sBlackorAfricanAmerican,Grade3Math4sHispanicorLatino,Grade3Math4sAsianorPacificIslander,Grade3Math4sWhite,Grade3Math4sMultiracial,Grade3Math4sLimitedEnglishProficient,Grade3Math4sEconomicallyDisadvantaged,Grade4ELAAllStudentsTested,Grade4ELA4sAllStudents,Grade4ELA4sAmericanIndianorAlaskaNative,Grade4ELA4sBlackorAfricanAmerican,Grade4ELA4sHispanicorLatino,Grade4ELA4sAsianorPacificIslander,Grade4ELA4sWhite,Grade4ELA4sMultiracial,Grade4ELA4sLimitedEnglishProficient,Grade4ELA4sEconomicallyDisadvantaged,Grade4MathAllStudentsTested,Grade4Math4sAllStudents,Grade4Math4sAmericanIndianorAlaskaNative,Grade4Math4sBlackorAfricanAmerican,Grade4Math4sHispanicorLatino,Grade4Math4sAsianorPacificIslander,Grade4Math4sWhite,Grade4Math4sMultiracial,Grade4Math4sLimitedEnglishProficient,Grade4Math4sEconomicallyDisadvantaged,Grade5ELAAllStudentsTested,Grade5ELA4sAllStudents,Grade5ELA4sAmericanIndianorAlaskaNative,Grade5ELA4sBlackorAfricanAmerican,Grade5ELA4sHispanicorLatino,Grade5ELA4sAsianorPacificIslander,Grade5ELA4sWhite,Grade5ELA4sMultiracial,Grade5ELA4sLimitedEnglishProficient,Grade5ELA4sEconomicallyDisadvantaged,Grade5MathAllStudentsTested,Grade5Math4sAllStudents,Grade5Math4sAmericanIndianorAlaskaNative,Grade5Math4sBlackorAfricanAmerican,Grade5Math4sHispanicorLatino,Grade5Math4sAsianorPacificIslander,Grade5Math4sWhite,Grade5Math4sMultiracial,Grade5Math4sLimitedEnglishProficient,Grade5Math4sEconomicallyDisadvantaged,Grade6ELAAllStudentsTested,Grade6ELA4sAllStudents,Grade6ELA4sAmericanIndianorAlaskaNative,Grade6ELA4sBlackorAfricanAmerican,Grade6ELA4sHispanicorLatino,Grade6ELA4sAsianorPacificIslander,Grade6ELA4sWhite,Grade6ELA4sMultiracial,Grade6ELA4sLimitedEnglishProficient,Grade6ELA4sEconomicallyDisadvantaged,Grade6MathAllStudentsTested,Grade6Math4sAllStudents,Grade6Math4sAmericanIndianorAlaskaNative,Grade6Math4sBlackorAfricanAmerican,Grade6Math4sHispanicorLatino,Grade6Math4sAsianorPacificIslander,Grade6Math4sWhite,Grade6Math4sMultiracial,Grade6Math4sLimitedEnglishProficient,Grade6Math4sEconomicallyDisadvantaged,Grade7ELAAllStudentsTested,Grade7ELA4sAllStudents,Grade7ELA4sAmericanIndianorAlaskaNative,Grade7ELA4sBlackorAfricanAmerican,Grade7ELA4sHispanicorLatino,Grade7ELA4sAsianorPacificIslander,Grade7ELA4sWhite,Grade7ELA4sMultiracial,Grade7ELA4sLimitedEnglishProficient,Grade7ELA4sEconomicallyDisadvantaged,Grade7MathAllStudentsTested,Grade7Math4sAllStudents,Grade7Math4sAmericanIndianorAlaskaNative,Grade7Math4sBlackorAfricanAmerican,Grade7Math4sHispanicorLatino,Grade7Math4sAsianorPacificIslander,Grade7Math4sWhite,Grade7Math4sMultiracial,Grade7Math4sLimitedEnglishProficient,Grade7Math4sEconomicallyDisadvantaged,Grade8ELAAllStudentsTested,Grade8ELA4sAllStudents,Grade8ELA4sAmericanIndianorAlaskaNative,Grade8ELA4sBlackorAfricanAmerican,Grade8ELA4sHispanicorLatino,Grade8ELA4sAsianorPacificIslander,Grade8ELA4sWhite,Grade8ELA4sMultiracial,Grade8ELA4sLimitedEnglishProficient,Grade8ELA4sEconomicallyDisadvantaged,Grade8MathAllStudentsTested,Grade8Math4sAllStudents,Grade8Math4sAmericanIndianorAlaskaNative,Grade8Math4sBlackorAfricanAmerican,Grade8Math4sHispanicorLatino,Grade8Math4sAsianorPacificIslander,Grade8Math4sWhite,Grade8Math4sMultiracial,Grade8Math4sLimitedEnglishProficient,Grade8Math4sEconomicallyDisadvantaged
P.S. 059 BEEKMAN HILL INTERNATIONAL,40.759213,-73.966183,NEW YORK,No,0.075,1162.3564,0.04,0.15,0.02,0.13,0.15,0.59,0.96,0.06,0.87,0.87,0.95,0.76,0.94,0.89,3.24,95,21,0,0,3,1,16,0,0,0,97,48,0,0,5,3,35,0,0,3,92,35,0,0,4,5,19,0,0,3,94,53,0,0,9,10,26,0,0,7,91,41,0,0,4,4,29,4,0,4,91,46,0,0,6,4,33,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 77 LOWER LAB SCHOOL,40.785014,-73.950031,NEW YORK,No,0.069,1059.4771,0,0.27,0,0.05,0.06,0.59,0.97,0.01,0.93,0.96,0.98,0.93,0.95,0.99,3.73,62,35,0,0,0,13,16,0,0,0,62,51,0,0,0,20,22,0,0,0,60,50,0,0,0,0,34,0,0,0,60,49,0,0,0,9,35,0,0,0,52,40,0,0,5,5,27,3,0,0,52,42,0,0,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 89,40.716867,-74.013623,NEW YORK,No,0.068,1813.8206,0.04,0.16,0.02,0.14,0.16,0.62,0.96,0.06,0.95,0.94,0.98,0.9,0.93,0.97,3.23,48,10,0,0,0,0,8,0,0,0,51,28,0,0,5,0,17,0,0,0,59,31,0,0,4,0,19,0,0,0,59,35,0,0,3,0,26,0,0,0,46,20,0,0,0,7,8,0,0,0,47,23,0,0,1,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 111 ADOLPH S. OCHS,40.765834,-73.989602,NEW YORK,No,0.645,709.7041,0.12,0.18,0.16,0.5,0.66,0.13,0.92,0.26,0.89,0.79,0.81,0.74,0.88,0.86,2.39,43,6,0,0,0,5,1,0,1,1,46,13,0,0,2,7,4,0,2,7,45,2,0,0,1,0,0,0,0,1,45,2,0,0,0,0,0,0,0,0,47,5,0,0,0,1,3,0,0,2,49,3,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,6,0,1,3,1,0,0,0,2,47,6,0,1,3,2,0,0,1,1
P.S. 116 MARY LINDLEY MURRAY,40.744425,-73.977634,NEW YORK,No,0.307,961.7416,0.11,0.2,0.09,0.22,0.3,0.44,0.95,0.14,0.92,0.92,0.95,0.83,0.9,0.92,3.07,87,16,0,0,2,5,6,0,0,2,92,21,0,0,1,10,8,0,2,5,109,28,0,0,2,8,15,0,0,2,115,36,0,0,2,15,18,0,4,3,118,33,0,0,3,6,24,0,0,5,121,30,0,0,2,6,21,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 124 YUNG WING,40.714426,-73.995526,NEW YORK,No,0.578,424.9371,0.29,0.95,0,0.03,0.03,0.01,0.98,0.02,0.83,0.77,0.94,0.65,0.8,0.85,3.1,125,26,0,0,0,24,0,0,0,12,126,64,0,0,0,60,0,0,4,30,136,50,0,0,0,0,0,0,0,24,137,80,0,0,0,0,0,0,6,37,130,19,0,0,0,18,0,0,0,7,131,49,0,0,0,48,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 126 JACOB AUGUST RIIS,40.710448,-73.997001,NEW YORK,No,0.728,389.1961,0.17,0.59,0.11,0.21,0.32,0.08,0.96,0.1,0.91,0.93,0.91,0.89,0.82,0.95,2.93,70,6,0,0,0,6,0,0,0,5,73,18,0,0,0,17,0,0,1,15,53,7,0,0,0,6,0,0,0,0,54,19,0,0,1,17,0,0,1,0,50,1,0,0,0,1,0,0,0,0,52,10,0,0,0,10,0,0,1,0,116,31,0,2,2,18,6,3,0,17,116,67,0,0,6,44,11,0,2,40,103,32,0,0,4,17,9,0,0,20,104,44,0,0,2,30,11,0,0,29,103,42,0,0,6,27,8,0,0,18,0,0,0,0,0,0,0,0,0,0
P.S. 130 HERNANDO DE SOTO,40.718819,-73.998263,NEW YORK,No,0.616,598.5121,0.13,0.88,0.01,0.05,0.06,0.03,0.99,0.02,0.98,0.97,0.97,0.96,0.9,0.99,3.09,167,30,0,0,1,27,0,0,0,10,167,96,0,0,2,87,0,0,0,40,173,65,0,0,3,56,0,0,0,25,175,91,0,0,4,82,0,0,1,39,129,40,0,0,0,39,0,0,0,19,130,74,0,0,1,70,0,0,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 150,40.718083,-74.010942,NEW YORK,No,0.196,1327.9544,0.02,0.16,0.05,0.14,0.19,0.55,0.95,0.05,0.95,0.9,0.96,0.9,0.95,0.97,3.37,25,8,0,0,0,0,4,0,0,0,25,14,0,0,0,0,10,0,0,0,26,15,0,0,0,0,12,0,0,2,26,17,0,0,0,0,11,0,0,3,24,10,0,0,2,0,6,0,0,0,25,12,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YORKVILLE COMMUNITY SCHOOL,40.777924,-73.947316,NEW YORK,No,0.367,816.9071,0.07,0.07,0.14,0.27,0.41,0.47,0.94,0.16,0.96,0.96,0.93,0.9,0.92,0.95,2.83,83,18,0,0,3,3,9,3,0,2,86,40,0,0,5,4,27,4,2,4,107,41,0,0,3,0,32,0,0,1,109,44,0,1,4,0,32,0,1,1,77,14,0,0,1,0,10,0,0,0,80,22,0,1,2,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 158 BAYARD TAYLOR,40.770203,-73.95073,NEW YORK,No,0.11,941.9468,0.05,0.11,0.04,0.1,0.14,0.71,0.96,0.08,0.96,0.87,0.96,0.8,0.89,0.89,3.49,112,32,0,0,3,4,24,0,0,0,116,71,0,0,5,5,56,0,3,3,82,53,0,0,1,3,45,0,0,4,84,45,0,0,1,4,38,0,2,3,107,41,0,0,3,12,23,0,0,5,106,49,0,0,5,7,32,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 183 ROBERT L. STEVENSON,40.763762,-73.957759,NEW YORK,No,0.074,1047.0089,0.06,0.17,0.04,0.1,0.14,0.66,0.96,0.07,0.85,0.94,0.94,0.88,0.93,0.95,3.26,88,23,0,0,0,8,11,0,0,0,91,50,0,0,0,16,29,0,4,2,74,38,0,0,1,11,25,0,0,1,77,47,0,0,2,11,32,0,0,4,87,21,0,0,3,4,14,0,0,1,90,32,0,0,4,4,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 198 ISADOR E. IDA STRAUS,40.785014,-73.950031,NEW YORK,No,0.365,819.3276,0.07,0.16,0.1,0.27,0.37,0.45,0.94,0.19,0.89,0.9,0.86,0.78,0.95,0.93,2.73,70,17,0,0,1,6,10,0,0,3,71,31,0,0,2,8,19,0,0,6,65,15,0,0,3,3,9,0,0,0,65,31,0,0,5,8,15,0,0,6,94,24,0,3,5,0,13,0,0,6,94,34,0,4,6,0,18,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 212 MIDTOWN WEST,40.761329,-73.988669,NEW YORK,No,0.2,852.9572,0.02,0.1,0.06,0.23,0.29,0.48,0.96,0.05,0.93,0.98,0.97,0.97,0.97,0.99,3.14,55,5,0,0,0,0,2,0,0,1,55,18,0,0,3,0,7,3,0,2,54,22,0,0,4,4,9,4,0,6,54,22,0,0,4,3,11,3,0,3,49,22,0,0,5,0,11,0,0,1,49,23,0,1,4,0,12,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELLA BAKER SCHOOL,40.765368,-73.959696,NEW YORK,No,0.429,580.9658,0.03,0.04,0.19,0.37,0.56,0.35,0.92,0.26,0.91,0.91,0.93,0.82,0.95,0.9,2.71,18,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,20,5,0,1,1,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,13,3,0,0,1,0,0,0,0,1,13,5,0,0,2,0,0,0,0,2
P.S. 234 INDEPENDENCE SCHOOL,40.716096,-74.011765,NEW YORK,No,0.065,1767.934,0.01,0.11,0.01,0.08,0.1,0.7,0.96,0.06,0.92,0.9,0.97,0.76,0.94,0.87,3.25,113,7,0,0,0,0,6,1,0,0,112,33,0,0,0,4,24,5,0,0,96,49,0,0,5,5,33,0,0,0,97,45,0,0,4,6,31,0,0,0,91,45,0,0,0,5,37,0,0,1,91,47,0,0,0,7,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EAST SIDE ELEMENTARY SCHOOL, PS 267",40.763854,-73.963813,NEW YORK,No,0.049,1152.6292,0.04,0.11,0.02,0.07,0.09,0.78,0.96,0.07,0.94,0.96,0.95,0.9,0.91,0.91,3.13,63,16,0,0,0,2,14,0,0,1,63,27,0,0,0,3,23,0,0,2,46,26,0,0,0,0,21,0,0,0,46,23,0,0,0,0,18,0,0,0,19,6,0,0,0,0,4,0,0,0,20,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATTERY PARK CITY SCHOOL,40.706563,-74.017528,NEW YORK,No,0.114,1400.8512,0.02,0.21,0.04,0.11,0.15,0.56,0.96,0.08,0.92,0.94,0.88,0.92,0.9,0.93,3.16,105,19,0,0,3,6,9,0,0,1,107,36,0,0,6,12,15,0,2,1,101,40,0,1,4,13,16,6,0,0,100,53,0,2,3,20,20,8,0,0,109,33,0,1,2,7,18,5,0,0,111,32,0,2,4,8,16,2,0,3,92,31,0,1,2,9,14,5,0,2,92,49,0,1,3,12,27,6,0,2,89,26,0,0,1,6,19,0,0,1,89,22,0,0,0,8,12,0,0,1,61,28,0,0,0,4,20,0,0,3,34,2,0,0,0,0,1,0,0,1
P.S. 290 MANHATTAN NEW SCHOOL,40.775137,-73.952812,NEW YORK,No,0.064,1078.7864,0.03,0.11,0.01,0.09,0.1,0.73,0.96,0.06,0.92,0.96,0.97,0.92,0.93,0.97,3.37,81,28,0,0,0,0,25,1,0,1,82,41,0,0,2,0,31,5,0,1,91,39,0,0,0,3,34,0,0,3,92,45,0,0,0,7,35,0,0,2,105,34,0,0,0,4,28,0,0,0,109,61,0,0,1,10,47,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHOOL,40.738621,-73.981534,NEW YORK,No,0.812,512.8722,0.06,0.04,0.22,0.46,0.68,0.23,0.92,0.29,0.82,0.68,0.91,0.53,0.82,0.82,2.32,11,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
SPRUCE STREET SCHOOL,40.711057,-74.005361,NEW YORK,No,0.059,1439.2653,0.02,0.14,0.03,0.12,0.15,0.58,0.96,0.06,0.97,0.93,0.97,0.93,0.94,0.95,3.29,44,11,0,0,0,2,6,2,0,0,44,25,0,0,0,6,13,4,0,0,62,20,0,0,1,4,13,0,0,0,61,24,0,0,2,6,14,0,0,1,40,10,0,0,0,1,7,2,0,0,39,22,0,0,2,0,12,0,0,0,55,19,0,0,4,0,10,0,0,4,54,26,0,0,5,0,13,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BALLET TECH, NYC PUBLIC SCHOOL FOR DANCE",40.73854,-73.989485,NEW YORK,No,0.468,560.9512,0,0.36,0.25,0.16,0.41,0.19,0.96,0.07,0.98,0.98,0.92,0.94,0.84,0.95,3.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,11,0,0,1,6,0,0,0,4,35,14,0,1,1,8,0,0,0,5,40,15,0,1,0,6,6,0,0,7,41,20,0,1,0,8,8,0,0,9,24,13,0,0,0,8,0,0,0,9,24,15,0,0,0,9,0,0,0,7,20,5,0,0,0,3,0,0,0,1,20,5,0,0,0,3,0,0,0,1,23,12,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0
P.S. 009 SARAH ANDERSON,40.785101,-73.973867,NEW YORK,No,0.221,953.1263,0.03,0.09,0.05,0.21,0.26,0.59,0.96,0.06,1,0.95,0.99,0.91,0.9,0.96,3.38,97,27,0,0,1,7,17,0,0,2,97,58,0,0,9,9,35,0,0,10,74,40,0,0,3,0,30,0,0,3,76,51,0,0,3,0,39,0,0,4,102,36,0,0,4,0,24,0,0,0,102,55,0,0,10,0,36,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 075 EMILY DICKINSON,40.79511,-73.973988,NEW YORK,No,0.599,566.1457,0.13,0.02,0.23,0.56,0.8,0.16,0.94,0.22,0.93,0.88,0.92,0.8,0.92,0.92,2.63,69,4,0,0,3,0,0,0,0,1,70,9,0,0,6,0,0,0,0,5,66,14,0,3,5,0,5,0,0,6,68,22,0,3,9,0,9,0,1,9,68,5,0,1,1,0,0,0,0,2,68,12,0,0,9,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 076 A. PHILIP RANDOLPH,40.806541,-73.951368,NEW YORK,No,0.85,390.5113,0.09,0.01,0.8,0.16,0.96,0.03,0.9,0.42,0.91,0.95,0.93,0.89,0.89,0.96,2.39,47,1,0,1,0,0,0,0,0,0,47,1,0,1,0,0,0,0,0,0,40,2,0,1,0,0,0,0,0,0,43,2,0,1,0,0,0,0,0,0,39,2,0,1,0,0,0,0,0,1,39,2,0,2,0,0,0,0,0,1,44,1,0,1,0,0,0,0,0,0,43,1,0,1,0,0,0,0,0,0,43,2,0,2,0,0,0,0,0,2,44,0,0,0,0,0,0,0,0,0,49,3,0,2,0,0,0,0,0,0,51,1,0,1,0,0,0,0,0,0
P.S. 084 LILLIAN WEBER,40.789382,-73.9681,NEW YORK,No,0.5,646.3318,0.1,0.03,0.13,0.42,0.55,0.38,0.95,0.14,0.92,0.94,0.97,0.81,0.89,0.93,2.76,68,10,0,0,3,0,5,0,0,1,71,30,0,0,10,0,17,0,3,9,67,13,0,0,2,0,9,0,0,4,67,13,0,0,4,0,7,0,0,5,66,7,0,0,2,0,3,0,0,1,68,13,0,0,4,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 087 WILLIAM SHERMAN,40.781788,-73.978008,NEW YORK,No,0.099,1111.1515,0.04,0.07,0.05,0.15,0.2,0.64,0.96,0.06,0.92,0.8,0.97,0.69,0.93,0.84,3.38,124,28,0,0,0,0,20,5,0,0,127,42,0,1,4,0,30,5,0,0,118,71,0,4,9,4,49,5,0,4,118,79,0,3,7,6,58,5,0,4,107,32,0,0,5,2,25,0,0,2,106,48,0,0,5,6,34,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P.S. 145, THE BLOOMINGDALE SCHOOL",40.79909,-73.965359,NEW YORK,No,0.843,447.2739,0.13,0.02,0.25,0.63,0.88,0.07,0.91,0.35,0.91,0.85,0.89,0.76,0.82,0.84,2.12,50,1,0,0,1,0,0,0,0,1,50,2,0,0,1,0,0,0,0,1,40,1,0,0,1,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 149 SOJOURNER TRUTH,40.802666,-73.948256,NEW YORK,Yes,0.883,371.1083,0.09,0.03,0.64,0.27,0.92,0.02,0.91,0.37,0.83,0.7,0.77,0.6,0.81,0.82,2.1,24,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,26,1,0,1,0,0,0,0,0,0,26,2,0,1,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0
P.S. 163 ALFRED E. SMITH,40.794945,-73.968535,NEW YORK,No,0.503,642.7258,0.07,0.06,0.16,0.46,0.62,0.27,0.95,0.13,0.89,0.82,0.91,0.59,0.91,0.78,2.99,84,7,0,0,2,0,3,0,0,3,85,22,0,2,5,0,10,0,0,8,91,21,0,2,6,4,8,0,0,4,91,33,0,1,11,7,10,0,0,7,100,33,0,3,7,0,15,0,0,7,101,46,0,3,11,0,20,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 165 ROBERT E. SIMON,40.802678,-73.96595,NEW YORK,No,0.739,487.8374,0.17,0.03,0.14,0.68,0.82,0.13,0.91,0.29,0.87,0.82,0.87,0.73,0.86,0.85,2.37,93,11,0,1,3,0,5,0,0,4,95,23,0,3,5,0,11,0,1,12,94,13,0,1,7,0,2,0,0,6,98,27,0,3,18,0,1,0,2,17,70,9,0,1,7,0,0,0,0,5,72,4,0,1,1,0,0,0,0,2,50,0,0,0,0,0,0,0,0,0,51,2,0,1,0,0,0,0,1,1,49,3,0,0,3,0,0,0,0,3,50,0,0,0,0,0,0,0,0,0,78,1,0,0,1,0,0,0,0,1,78,0,0,0,0,0,0,0,0,0
P.S. 166 THE RICHARD RODGERS SCHOOL OF THE ARTS AND TECHNOLOGY,40.788883,-73.972455,NEW YORK,No,0.217,985.9522,0.02,0.11,0.06,0.17,0.23,0.59,0.96,0.08,0.84,0.86,0.95,0.68,0.9,0.84,3.3,101,43,0,1,0,9,29,0,0,0,101,68,0,3,6,10,43,0,0,4,73,36,0,3,1,5,24,0,0,2,73,42,0,2,2,7,27,0,0,4,79,30,0,0,1,5,23,0,0,4,79,40,0,0,3,6,27,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 180 HUGO NEWMAN,40.807609,-73.955839,NEW YORK,No,0.69,514.686,0.05,0.01,0.57,0.3,0.87,0.08,0.94,0.19,0.86,0.86,0.86,0.85,0.9,0.9,2.48,57,2,0,1,0,0,0,0,0,0,57,9,0,4,1,0,0,0,0,4,52,4,0,2,0,0,0,0,0,2,54,3,0,0,0,0,0,0,0,0,60,3,0,3,0,0,0,0,0,3,59,0,0,0,0,0,0,0,0,0,56,10,0,7,0,0,0,0,0,9,56,6,0,5,0,0,0,0,0,4,52,3,0,3,0,0,0,0,0,1,53,6,0,4,0,0,0,0,0,4,53,3,0,3,0,0,0,0,0,1,54,1,0,0,0,0,0,0,0,1
